having_IP_Address,URL_Length,Shortining_Service,having_At_Symbol,double_slash_redirecting,Prefix_Suffix,having_Sub_Domain,SSLfinal_State,HTTPS_token,Request_URL,URL_of_Anchor,Links_in_tags,SFH,Submitting_to_email,Abnormal_URL,Redirect,on_mouseover,RightClick,Iframe,Result
1,1,1,1,1,-1,-1,1,1,1,0,0,1,1,1,0,1,1,1,1
1,-1,1,-1,1,1,-1,1,1,-1,1,1,-1,1,1,0,1,1,1,1
1,1,1,-1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
-1,1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,-1
1,1,1,1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,1,0,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,0,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,1,1,-1,-1,0,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,1,-1,-1,1,1,0,1,1,1,-1
1,1,1,1,1,1,-1,1,1,1,1,-1,1,-1,1,0,1,1,-1,1
1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,-1,1,-1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,1,0,1,-1,1,1,0,1,1,1,-1
1,1,1,1,1,1,-1,1,1,1,1,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,1,0,1,1,-1,1,1,-1,-1,1,0,-1,1,-1,1
1,1,1,1,1,1,1,1,1,1,1,1,1,-1,1,0,-1,1,-1,1
1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,-1,1,0,-1,-1,-1,-1
1,-1,1,1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,-1,-1,1,-1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,0,1,1,-1,1,-1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,0,0,1,1,-1,1,1,-1,1,0,-1,1,-1,-1
1,-1,1,-1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,-1,1,0,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,0,1,1,1,0,0,1,-1,1,0,-1,1,-1,1
1,-1,1,1,1,-1,0,1,-1,-1,0,-1,-1,1,-1,0,1,1,1,-1
1,1,1,1,1,-1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,-1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,0,1,-1,1,0,1,-1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1
1,1,1,-1,1,-1,0,-1,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,1,-1,-1,1,1,0,-1,1,1,1
1,-1,1,1,1,-1,0,-1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,1,0,1,-1,-1,1
1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,-1
-1,1,-1,1,-1,-1,0,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,-1,1,-1,1,1,0,-1,-1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,-1,1,1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,1,-1
-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,-1,1,1,1,1,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,1,0,-1,1,1,0,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,1,0,1,-1,1,1,0,-1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,0,1,-1,-1,1,-1,-1,1,-1,1,1,1,1,1
1,-1,-1,-1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,1,-1,1,-1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,-1,1,-1,1,0,0,-1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,1,1,1,1,0,0,1,1,1,0,-1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,1,1,1,1,0,-1,-1,-1,1,0,-1,-1,-1,1
1,-1,1,-1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
1,-1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,-1,1,1,-1,1,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,0,0,1,1,-1,-1,1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,0,0,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,1,0,1,1,-1,1,-1,-1,-1,1,0,-1,-1,-1,1
1,-1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
1,1,1,-1,1,-1,0,-1,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,-1,1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,-1,-1,1,-1,1,1,0,0,-1,-1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,0,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,-1,1,0,-1,1,-1,-1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,1,-1,1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,-1,1,0,1,-1,-1,1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,0,1,-1,1,-1,-1,1,-1,-1,-1,0,-1,1,1,0,-1,1,-1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,-1,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,1,1,0,-1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,-1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1
1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,1,-1,-1,1,-1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,1,1,1,-1,1,1,1,1,1,1,1,1,1,1,1,-1,1,1,1
-1,1,-1,-1,-1,-1,1,-1,-1,1,-1,1,1,1,-1,1,-1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,1,0,-1,-1,1,-1,1,1,1,1,1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,-1,-1,-1,0,1,-1,0,-1,-1,1,1,1,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,1,1,1,-1
1,1,1,1,1,-1,0,0,1,1,-1,0,1,-1,1,0,1,1,1,-1
-1,0,-1,1,-1,-1,1,1,-1,1,0,0,-1,-1,-1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,-1,-1,-1,-1,-1,1,0,-1,1,1,-1
-1,-1,-1,1,-1,1,1,1,-1,-1,0,0,-1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,-1,1,-1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,-1,1,0,-1,-1,-1,-1,0,-1,1,-1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,-1,1,-1,-1,0,1,1,1,0,1,1,1,-1
1,1,1,1,1,1,-1,1,1,1,0,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,1,-1,-1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,-1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,1,1,-1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,1,0,1,-1,1,1,1,-1,1,-1,1,1,1,1,1
1,0,1,1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,-1,1,1,-1
-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,0,0,1,1,1,0,1,1,1,1
1,-1,1,1,1,1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1,0,-1,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1
-1,-1,-1,1,-1,-1,1,-1,-1,1,0,0,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1
1,-1,1,1,1,1,0,1,1,-1,1,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,1,1,-1,1,1,-1
1,1,1,-1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,0,-1,1,-1,0,-1,1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,1,0,-1,-1,-1,-1
1,-1,1,-1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,-1,0,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,0,1,-1,-1,1,0,-1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,1,1,1,1,1,0,1,-1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,1,0,1,1,1,1
-1,1,-1,1,-1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1,1,1
1,-1,1,1,1,1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,0,-1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,0,-1,1,1,-1,-1,-1,1,-1,-1,0,-1,-1,-1,0,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,-1,1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,1,1,-1,-1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,-1,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,0,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,1,1,-1,-1
-1,1,-1,1,-1,1,0,-1,-1,1,1,1,1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,-1,0,-1,1,1,1,0,1,1,1,-1
1,1,1,-1,1,-1,-1,1,1,1,1,1,1,1,1,0,1,1,1,1
1,-1,1,1,1,1,-1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,-1,1,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,0,1,-1,1,-1,-1,-1,-1,-1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,0,0,1,-1,-1,1,-1,-1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,-1,1,0,1,1,1,1
1,-1,1,-1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,1,1,1,0,1,1,1,-1,0,-1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,0,0,-1,-1,-1,1,-1,1,-1,1,1,1,1,-1
-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
1,1,1,1,1,-1,1,1,1,-1,0,0,1,1,1,0,-1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,1,1,-1,1,1,1,1,1,-1,1,1,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,0,-1,-1,1,0,1,1,1,-1
-1,1,-1,1,-1,-1,-1,1,-1,1,1,-1,1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,1,1,1,-1,1,1,0,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,-1,0,-1,1,1,0,1,1,1,1
1,1,1,1,1,1,1,1,1,-1,0,-1,1,-1,1,0,-1,-1,-1,1
1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,-1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,-1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,-1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,1,1,1,1,1,1,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,0,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,-1,-1,1,1,-1,0,-1,-1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,1,1,1,1,-1,-1,-1,1,1,0,0,1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,0,-1,1,1,-1,-1,1,1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,1,1
1,-1,1,1,1,1,0,1,1,1,1,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,1,0,-1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,0,1,1,-1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,-1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,1,1,1,0,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,0,-1,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,1,0,-1,1,-1,1
1,1,1,1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
1,-1,1,1,1,1,-1,1,1,-1,1,-1,-1,-1,1,0,1,1,1,1
-1,-1,-1,1,-1,1,-1,1,-1,1,1,1,-1,-1,-1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,1,1,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,-1,1,-1,0,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,-1,-1,-1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,-1,0,0,-1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,1,-1,1,-1,-1,0,0,-1,1,-1,0,1,1,1,1
1,1,1,1,1,-1,0,0,1,1,-1,0,1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,-1,-1,1,-1,0,0,-1,1,1,0,1,1,1,-1
1,-1,1,-1,1,-1,0,-1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
1,1,1,1,1,-1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
1,-1,1,-1,1,-1,-1,-1,1,1,0,-1,-1,-1,1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,0,1,-1,1,0,0,-1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,-1,-1,-1,-1,1,-1,1,-1,1,1,1,-1,1,1,-1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,-1,1,-1,-1,1,-1,1,1,0,1,1,1,-1
-1,1,-1,1,-1,-1,0,0,-1,1,-1,1,1,1,-1,1,1,1,1,-1
-1,1,-1,1,-1,1,1,1,-1,-1,0,1,1,1,-1,1,1,1,1,1
-1,-1,-1,1,-1,1,0,1,-1,1,0,0,-1,1,-1,1,1,1,1,1
1,1,1,1,1,-1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
-1,-1,-1,1,-1,-1,-1,1,-1,1,0,1,-1,1,-1,1,1,1,1,1
1,-1,1,1,1,-1,1,1,1,1,0,0,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,1,1,1,-1,-1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,0,1,1,0,-1,-1,-1,-1,0,1,1,1,-1
-1,-1,-1,1,-1,-1,1,1,-1,1,0,-1,-1,-1,-1,0,1,1,1,1
1,-1,1,1,1,1,0,-1,1,1,1,-1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,1,1,1,-1,0,1,-1,1,1,0,1,1,1,1
1,-1,1,1,1,-1,0,0,1,-1,-1,1,-1,1,1,0,1,1,1,-1
1,-1,1,1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,0,1,1,1,-1
